UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
113573,1 ,2,"R",20819,"R",8853,"R",39,"R",61,"R",0,"R",34,"R",10566,"R",20914,"R",19458,"R",40372,"R",3376,"R",1,"R",3377,1,"R",233,"R",29,1,"R",13.14,"R",5.66,"R",5.00,"R",2.00,"R",0.48,"R",2,"R",1055256,2,"Z",0,"R",23982,"R",68385,"R",0,"R",92367,"R",0,"R",0,"R",0,"R",1147623,1147623
113582,1 ,2,"R",6328,"R",191578,"R",88,"R",152,"R",10,"R",85,"R",20534,"R",6565,"R",212210,"R",218775,"R",5000,"R",2310,"R",7310,2,"A",,"A",,1,"R",1.70,"R",1.50,"R",0.00,"R",0.00,"R",0.20,"R",0,"R",95847,2,"Z",0,"R",4195,"R",4613,"R",0,"R",8808,"R",0,"R",2821,"R",2821,"R",107476,107476
113634,1 ,2,"R",80252,"R",112119,"R",43,"R",1999,"R",109451,"R",30,"R",0,"R",82281,"R",221613,"R",303894,"R",14320,"R",150519,"R",164839,1,"R",17,"R",37,1,"R",19.25,"R",6.25,"R",0.00,"R",5.00,"R",8.00,"R",0,"R",1076947,1,"R",389970,"R",64415,"R",110972,"R",0,"R",175387,"R",1320,"R",14975,"R",16295,"R",1658599,1268629
113698,1 ,2,"R",110855,"R",2500000,"R",82,"R",226,"R",400,"R",60,"R",50000,"R",111141,"R",2550482,"R",2661623,"R",6705,"R",249821,"R",256526,1,"R",22,"R",216,1,"R",17.00,"R",4.00,"R",6.00,"R",1.00,"R",6.00,"R",0,"R",900366,1,"R",244632,"R",52240,"R",427212,"R",0,"R",479452,"R",2500,"R",21000,"R",23500,"R",1647950,1403318
113856,1 ,2,"R",91645,"R",85408,"R",99,"R",2564,"R",40355,"R",36,"R",29678,"R",94245,"R",155540,"R",249785,"R",12596,"R",8535,"R",21131,1,"R",62,"R",179,1,"R",24.93,"R",10.00,"R",11.00,"R",0.00,"R",3.93,"R",1,"R",1825368,1,"R",642653,"R",200431,"R",180509,"R",0,"R",380940,"R",0,"R",14280,"R",14280,"R",2863241,2220588
113980,1 ,2,"R",113112,"R",14088,"R",49,"R",1840,"R",30191,"R",453,"R",26720,"R",115405,"R",71048,"R",186453,"R",5554,"R",24554,"R",30108,1,"R",72,"R",1,1,"R",28.00,"R",2.00,"R",1.00,"R",5.00,"R",20.00,"R",1,"R",1688238,1,"R",400684,"R",178626,"R",152744,"R",41124,"R",372494,"R",6650,"R",23975,"R",30625,"R",2492041,2091357
114114,2 ,2,"R",4003,"R",7762,"R",4,"R",308,"Z",0,"R",70,"R",1513,"R",4381,"R",9279,"R",13660,"R",2850,"R",57,"R",2907,1,"R",1,"R",155,1,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
114123,2 ,2,"R",11105,"R",790,"R",3,"R",0,"R",0,"R",0,"R",0,"R",11105,"R",793,"R",11898,"R",0,"R",8092,"R",8092,2,"A",,"A",,1,"R",0.50,"R",0.50,"R",0.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
114266,1 ,2,"R",42550,"R",14413,"R",39,"R",1913,"R",0,"R",42,"R",0,"R",44505,"R",14452,"R",58957,"R",6676,"R",75455,"R",82131,1,"R",18,"R",2,1,"R",10.30,"R",3.20,"R",0.00,"R",5.80,"R",1.30,"R",0,"R",779312,1,"R",369499,"R",13256,"R",62550,"R",612,"R",76418,"R",451,"R",45798,"R",46249,"R",1271478,901979
114354,1 ,2,"R",53183,"R",5247,"R",41,"R",21592,"R",0,"R",607,"R",0,"R",75382,"R",5288,"R",80670,"R",15070,"R",1907,"R",16977,2,"A",,"A",,1,"R",7.55,"R",4.55,"R",3.00,"R",0.00,"R",0.00,"R",3,"R",313528,2,"Z",0,"R",41134,"R",491103,"R",23613,"R",555850,"R",867,"R",28578,"R",29445,"R",898823,898823
114433,1 ,2,"R",22159,"R",536235,"R",50,"R",2632,"R",42853,"R",95,"R",26268,"R",24886,"R",605406,"R",630292,"R",1071,"R",11571,"R",12642,1,"R",0,"R",0,1,"R",3.05,"R",1.55,"R",1.00,"R",0.00,"R",0.50,"R",0,"R",183086,2,"Z",0,"R",1914,"R",12777,"R",0,"R",14691,"R",7,"R",589,"R",596,"R",198373,198373
114549,1 ,1,"A",,"R",327572,"R",94,"A",,"R",8238,"A",,"R",56865,"A",,"R",392769,"R",392769,"A",,"R",196229,"R",196229,1,"R",0,"R",499,1,"R",2.00,"R",2.00,"R",0.00,"R",0.00,"R",0.00,"R",0,"R",122718,1,"R",38511,"R",4356,"R",240075,"R",0,"R",244431,"R",0,"R",70,"R",70,"R",405730,367219
114585,2 ,2,"R",5508,"R",1,"R",100,"R",5252,"R",170,"R",10,"R",0,"R",10770,"R",271,"R",11041,"R",100,"R",121,"R",221,2,"A",,"A",,1,"R",1.50,"R",0.00,"R",0.50,"R",0.50,"R",0.50,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
114716,1 ,2,"R",75610,"R",350630,"R",48,"R",3563,"R",45775,"R",54,"Z",0,"R",79227,"R",396453,"R",475680,"R",5603,"R",50000,"R",55603,2,"A",,"A",,1,"R",16.00,"R",4.00,"R",4.00,"R",2.00,"R",6.00,"R",0,"R",723822,1,"R",253533,"R",25908,"R",166006,"R",520,"R",192434,"R",0,"R",0,"R",0,"R",1169789,916256
114734,2 ,2,"R",513290,"R",14000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",513290,"R",14000,"R",527290,"R",500,"R",800,"R",1300,1,"R",0,"R",14,1,"R",2.00,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
114789,1 ,2,"R",73134,"R",345846,"R",72,"R",1782,"R",193292,"R",104,"R",42310,"R",75020,"R",581520,"R",656540,"R",31783,"R",573154,"R",604937,1,"R",249,"R",29,1,"R",30.50,"R",5.00,"R",6.50,"R",2.00,"R",17.00,"R",0,"R",976202,1,"R",358405,"R",46386,"R",279199,"R",1666,"R",327251,"R",0,"R",37944,"R",37944,"R",1699802,1341397
114813,1 ,2,"R",140079,"R",289077,"R",25,"R",5452,"R",152150,"R",349,"R",39376,"R",145880,"R",480628,"R",626508,"R",9635,"R",95258,"R",104893,1,"R",3240,"R",5022,1,"R",8.00,"R",5.00,"R",1.00,"R",0.00,"R",2.00,"R",1,"R",348563,2,"Z",0,"R",28211,"R",14725,"R",208798,"R",251734,"R",0,"R",180656,"R",180656,"R",780953,780953
114840,1 ,2,"R",640965,"R",303536,"R",125,"R",1762,"R",0,"R",4785,"R",9807,"R",647512,"R",313468,"R",960980,"R",10943,"R",287201,"R",298144,1,"R",1230,"R",785,1,"R",19.00,"R",7.00,"R",4.00,"R",5.00,"R",3.00,"R",2,"R",685920,2,"Z",0,"R",242500,"R",443500,"R",49000,"R",735000,"R",7100,"R",56850,"R",63950,"R",1484870,1484870
114859,1 ,2,"R",83622,"R",230317,"R",71,"R",2161,"R",63,"R",531,"R",30323,"R",86314,"R",260774,"R",347088,"R",7977,"R",26750,"R",34727,1,"R",332,"R",42,1,"R",24.00,"R",9.00,"R",1.00,"R",11.00,"R",3.00,"R",0,"R",1995000,1,"R",235,"R",95327,"R",29331,"R",2081,"R",126739,"R",6230,"R",244648,"R",250878,"R",2372852,2372617
114938,1 ,2,"R",50375,"R",276157,"R",53,"R",2268,"R",24269,"R",249,"R",59775,"R",52892,"R",360254,"R",413146,"R",2700,"R",208151,"R",210851,1,"R",70,"R",20,1,"R",6.86,"R",3.36,"R",0.00,"R",3.50,"R",0.00,"R",0,"R",481138,1,"R",214764,"R",32893,"R",86986,"R",0,"R",119879,"R",0,"R",21965,"R",21965,"R",837746,622982
115001,1 ,2,"R",62414,"R",74087,"R",72,"R",718,"R",0,"R",63,"R",24,"R",63195,"R",74183,"R",137378,"R",28927,"R",104361,"R",133288,1,"R",136,"R",27,1,"R",18.00,"R",8.00,"R",5.00,"R",4.00,"R",1.00,"R",1,"R",1610602,2,"Z",0,"R",26955,"R",180143,"R",0,"R",207098,"R",0,"R",101675,"R",101675,"R",1919375,1919375
115010,2 ,2,"R",110,"R",173100,"R",0,"R",25,"R",0,"R",0,"R",0,"R",135,"R",173100,"R",173235,"R",101,"R",171,"R",272,2,"A",,"A",,1,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
115083,1 ,2,"R",41000,"R",263681,"R",98,"R",76,"R",34751,"R",1250,"R",65668,"R",42326,"R",364198,"R",406524,"R",280,"R",201731,"R",202011,1,"R",56,"R",17,1,"R",4.50,"R",2.50,"R",2.00,"R",0.00,"R",0.00,"R",0,"R",407824,1,"R",111966,"R",2000,"R",469000,"R",3200,"R",474200,"R",0,"R",2500,"R",2500,"R",996490,884524
115126,1 ,2,"R",36508,"R",6719,"R",49,"R",835,"R",26000,"R",0,"R",0,"R",37343,"R",32768,"R",70111,"R",912,"R",3792,"R",4704,1,"R",136,"R",1,1,"R",11.00,"R",4.00,"R",4.50,"R",1.50,"R",1.00,"R",0,"R",1017124,1,"R",459974,"R",0,"R",93464,"R",0,"R",93464,"R",0,"R",10000,"R",10000,"R",1580562,1120588
115214,1 ,2,"R",396164,"R",102003,"R",133,"R",148984,"R",0,"R",8108,"R",104436,"R",553256,"R",206572,"R",759828,"R",13982,"R",2205,"R",16187,1,"R",590,"R",214,1,"R",16.87,"R",6.57,"R",5.46,"R",0.00,"R",4.84,"R",1,"R",894087,1,"R",226077,"R",303632,"R",231028,"R",0,"R",534660,"R",8870,"R",1637602,"R",1646472,"R",3301296,3075219
115296,1 ,2,"R",48116,"R",88392,"R",58,"R",980,"R",47762,"R",52,"R",2,"R",49148,"R",136214,"R",185362,"R",22309,"R",13180,"R",35489,1,"R",134,"R",437,1,"R",10.00,"R",4.00,"R",4.00,"R",2.00,"R",0.00,"R",0,"R",1292878,1,"R",432073,"R",38663,"R",94794,"R",11470,"R",144927,"R",222,"R",51609,"R",51831,"R",1921709,1489636
115393,1 ,2,"R",49120,"R",220942,"R",40,"R",906,"R",23308,"R",72,"R",15,"R",50098,"R",244305,"R",294403,"R",8756,"R",706856,"R",715612,1,"R",8,"R",9,1,"R",11.75,"R",4.60,"R",0.00,"R",5.90,"R",1.25,"R",0,"R",815347,1,"R",334358,"R",17741,"R",98149,"R",0,"R",115890,"R",0,"R",32142,"R",32142,"R",1297737,963379
115728,1 ,2,"R",37829,"R",265247,"R",47,"R",710,"R",18112,"R",163,"R",53597,"R",38702,"R",337003,"R",375705,"R",1938,"R",41294,"R",43232,1,"R",297,"R",347,1,"R",13.00,"R",4.00,"R",1.00,"R",0.00,"R",8.00,"R",0,"R",390135,2,"Z",0,"R",12600,"R",159600,"R",0,"R",172200,"R",0,"R",78584,"R",78584,"R",640919,640919
115746,1 ,2,"R",28862,"R",199168,"R",54,"R",3090,"R",442,"R",82,"R",43787,"R",32034,"R",243451,"R",275485,"R",3078,"R",57270,"R",60348,1,"R",173,"R",423,1,"R",7.50,"R",1.75,"R",2.00,"R",0.00,"R",3.75,"R",1,"R",244326,2,"Z",0,"R",2644,"R",149649,"R",2482,"R",154775,"R",1420,"R",5840,"R",7260,"R",406361,406361
115755,1 ,2,"R",427169,"R",583359,"R",284,"R",32912,"R",960,"R",6373,"R",166495,"R",466454,"R",751098,"R",1217552,"R",29735,"R",430060,"R",459795,1,"R",6219,"R",8805,1,"R",39.81,"R",15.00,"R",2.00,"R",14.00,"R",8.81,"R",0,"R",2094771,1,"R",1059789,"R",53435,"R",526316,"R",26833,"R",606584,"R",763,"R",215953,"R",216716,"R",3977860,2918071
115773,2 ,2,"R",24829,"R",0,"R",38,"R",0,"R",0,"R",3,"R",0,"R",24832,"R",38,"R",24870,"R",0,"R",329,"R",329,2,"A",,"A",,1,"R",3.00,"R",0.00,"R",0.00,"R",3.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
115861,1 ,2,"R",49322,"R",21444,"R",31,"R",791,"R",311,"R",194,"R",44973,"R",50307,"R",66759,"R",117066,"R",3622,"R",718,"R",4340,1,"R",23,"R",1,1,"R",10.00,"R",2.00,"R",3.00,"R",1.00,"R",4.00,"R",0,"R",390569,1,"R",146511,"R",0,"R",60288,"R",0,"R",60288,"R",0,"R",7112,"R",7112,"R",604480,457969
115931,2 ,2,"R",252,"R",13548,"R",45,"R",0,"R",3508,"R",0,"R",77018,"R",252,"R",94119,"R",94371,"R",5,"R",256,"R",261,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
116226,2 ,2,"R",3335,"R",0,"R",1,"R",181,"R",0,"R",71,"R",0,"R",3587,"R",1,"R",3588,"R",128,"R",0,"R",128,1,"R",0,"R",0,1,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
116439,1 ,2,"R",39703,"R",55931,"R",48,"R",766,"R",59188,"R",48,"R",41219,"R",40517,"R",156386,"R",196903,"R",17284,"R",382809,"R",400093,1,"R",0,"R",0,1,"R",10.00,"R",4.00,"R",6.00,"R",0.00,"R",0.00,"R",0,"R",923788,1,"R",429747,"R",23799,"R",4351,"R",441,"R",28591,"R",0,"R",0,"R",0,"R",1382126,952379
116846,1 ,2,"R",127000,"R",238000,"R",30,"R",2200,"R",0,"R",3600,"R",30000,"R",132800,"R",268030,"R",400830,"R",1901,"R",5000,"R",6901,1,"R",2,"R",61,1,"R",6.10,"R",2.10,"R",1.00,"R",2.00,"R",1.00,"R",0,"R",243263,1,"R",63334,"R",7284,"R",26607,"R",2022,"R",35913,"R",0,"R",35566,"R",35566,"R",378076,314742
117052,1 ,2,"R",46347,"R",86529,"R",58,"R",1060,"R",43439,"R",132,"R",25757,"R",47539,"R",155783,"R",203322,"R",17458,"R",258610,"R",276068,1,"R",31,"R",40,1,"R",12.28,"R",3.35,"R",5.50,"R",0.00,"R",3.43,"R",1,"R",544971,1,"R",213923,"R",35044,"R",156523,"R",215,"R",191782,"R",2496,"R",3198,"R",5694,"R",956370,742447
117104,1 ,2,"R",49694,"R",5840293,"R",28,"R",669,"R",2466,"R",0,"R",22846,"R",50363,"R",5865633,"R",5915996,"R",2960,"R",34390,"R",37350,1,"R",67,"R",74,1,"R",4.00,"R",1.00,"R",1.00,"R",0.00,"R",2.00,"R",1,"R",131786,1,"R",37031,"R",10095,"R",68661,"R",29013,"R",107769,"R",0,"R",3706,"R",3706,"R",280292,243261
117140,1 ,2,"R",139805,"R",225823,"R",314,"R",1231,"R",181430,"R",4570,"R",103681,"R",145606,"R",511248,"R",656854,"R",14884,"R",221935,"R",236819,1,"R",8722,"R",2535,1,"R",66.90,"R",13.40,"R",1.00,"R",10.50,"R",42.00,"R",1,"R",2018758,1,"R",506696,"R",513981,"R",867646,"R",46858,"R",1428485,"R",0,"R",258303,"R",258303,"R",4212242,3705546
117168,1 ,2,"R",24230,"R",200000,"R",6,"R",62499,"Z",0,"R",3206,"Z",0,"R",89935,"R",200006,"R",289941,"R",5524,"R",13253,"R",18777,1,"R",0,"R",32,1,"R",5.40,"R",2.00,"R",0.00,"R",0.00,"R",3.40,"R",0,"R",153286,1,"R",36471,"R",24328,"R",48082,"R",0,"R",72410,"R",0,"R",40820,"R",40820,"R",302987,266516
117195,1 ,2,"R",34009,"R",6453,"R",15,"R",3563,"R",6,"R",21,"R",8875,"R",37593,"R",15349,"R",52942,"R",5686,"R",15410,"R",21096,1,"R",0,"R",0,1,"R",4.45,"R",1.50,"R",1.00,"R",1.20,"R",0.75,"R",1,"R",318006,1,"R",92555,"R",7356,"R",11706,"R",777,"R",19839,"R",0,"R",29028,"R",29028,"R",459428,366873
117247,1 ,2,"R",79313,"R",5631,"R",31,"R",2128,"R",0,"R",28,"R",1,"R",81469,"R",5663,"R",87132,"R",9270,"R",4000,"R",13270,2,"A",,"A",,1,"R",15.75,"R",7.00,"R",0.00,"R",8.00,"R",0.75,"R",1,"R",852010,1,"R",434057,"R",5539,"R",65350,"R",6020,"R",76909,"R",0,"R",9461,"R",9461,"R",1372437,938380
117274,1 ,2,"R",10290,"R",198893,"R",59,"R",294,"R",56753,"R",59,"R",31236,"R",10643,"R",286941,"R",297584,"R",3114,"R",21007,"R",24121,1,"R",1,"R",0,1,"R",4.00,"R",1.00,"R",0.00,"R",1.00,"R",2.00,"R",0,"R",101432,1,"R",44212,"R",7620,"R",35148,"R",0,"R",42768,"R",0,"R",1320,"R",1320,"R",189732,145520
117283,2 ,2,"R",18590,"R",77,"R",4,"R",0,"R",0,"R",18590,"R",81,"R",37180,"R",162,"R",37342,"R",365,"R",10,"R",375,1,"R",12,"R",48,1,"R",2.00,"R",1.00,"R",0.00,"R",0.00,"R",1.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
117520,1 ,2,"R",5714,"R",139,"R",2,"R",2880,"R",198,"R",156,"R",237,"R",8750,"R",576,"R",9326,"R",6775,"R",14782,"R",21557,1,"R",77,"R",323,1,"R",3.00,"R",1.00,"R",0.00,"R",2.00,"R",0.00,"R",0,"R",206489,1,"R",24302,"R",15328,"R",89540,"R",14373,"R",119241,"R",0,"R",13119,"R",13119,"R",363151,338849
117557,1 ,2,"R",13125,"R",355786,"R",105,"R",375,"R",11395,"R",36,"R",43791,"R",13536,"R",411077,"R",424613,"R",846,"R",3588,"R",4434,1,"R",0,"R",4,1,"R",8.00,"R",1.00,"R",1.00,"R",0.00,"R",6.00,"R",0,"R",132564,1,"R",18559,"R",3686,"R",37059,"R",34,"R",40779,"R",0,"R",17362,"R",17362,"R",209264,190705
117627,1 ,2,"R",168541,"R",184158,"R",153,"R",382482,"Z",0,"R",16173,"R",78424,"R",567196,"R",262735,"R",829931,"R",5223,"R",275563,"R",280786,1,"R",3004,"R",641,1,"R",9.00,"R",2.00,"R",1.00,"R",4.00,"R",2.00,"R",1,"R",457394,1,"R",178810,"R",22610,"R",364754,"R",51449,"R",438813,"R",8738,"R",79245,"R",87983,"R",1163000,984190
117636,1 ,2,"R",138037,"R",16097,"R",71,"R",6873,"R",83,"R",4954,"R",18228,"R",149864,"R",34479,"R",184343,"R",3118,"R",586191,"R",589309,1,"R",2915,"R",280,1,"R",16.00,"R",5.50,"R",0.00,"R",10.50,"R",0.00,"R",0,"R",869659,1,"R",363199,"R",34215,"R",3807070,"R",60643,"R",3901928,"R",0,"R",272571,"R",272571,"R",5407357,5044158
117645,1 ,2,"R",105814,"R",89422,"R",128,"R",165,"R",78,"R",831,"R",0,"R",106810,"R",89628,"R",196438,"R",20178,"R",111474,"R",131652,1,"R",75,"R",79,1,"R",34.00,"R",12.00,"R",7.00,"R",0.00,"R",15.00,"R",1,"R",1662037,1,"R",641194,"R",83656,"R",21080,"R",0,"R",104736,"R",0,"R",170496,"R",170496,"R",2578463,1937269
117672,1 ,2,"R",14701,"R",141207,"R",2342,"R",603,"R",689,"R",32,"R",110,"R",15336,"R",144348,"R",159684,"R",7826,"R",752,"R",8578,1,"R",356,"R",1205,1,"R",12.00,"R",1.00,"R",0.00,"R",0.00,"R",11.00,"R",0,"R",87000,1,"R",30000,"R",21000,"R",166400,"R",8750,"R",196150,"R",500,"R",8979,"R",9479,"R",322629,292629
117690,1 ,2,"R",81543,"R",273459,"R",70,"R",329,"R",133,"R",31,"R",20961,"R",81903,"R",294623,"R",376526,"R",2848,"R",124634,"R",127482,1,"R",0,"R",11,1,"R",10.30,"R",3.30,"R",0.00,"R",2.00,"R",5.00,"R",0,"R",438154,1,"R",163644,"R",43478,"R",48091,"R",46091,"R",137660,"R",0,"R",19900,"R",19900,"R",759358,595714
117706,1 ,2,"R",72432,"R",245163,"R",71,"R",52,"Z",0,"R",32,"Z",0,"R",72516,"R",245234,"R",317750,"R",7405,"R",446700,"R",454105,1,"R",70,"R",18,1,"R",18.00,"R",7.00,"R",0.00,"R",7.00,"R",4.00,"R",0,"R",955386,1,"R",361659,"R",18826,"R",132556,"R",0,"R",151382,"R",687,"R",0,"R",687,"R",1469114,1107455
117715,1 ,2,"R",45180,"R",419401,"R",66,"R",558,"R",3,"R",19,"R",38119,"R",45757,"R",457589,"R",503346,"R",7162,"R",13215,"R",20377,1,"R",16,"R",0,1,"R",7.60,"R",3.00,"R",4.00,"R",0.60,"R",0.00,"R",0,"R",589064,1,"R",262239,"R",22604,"R",105040,"R",13753,"R",141397,"R",0,"R",150,"R",150,"R",992850,730611
117724,1 ,2,"R",48869,"R",49108,"Z",0,"R",63,"R",63,"R",0,"R",77026,"R",48932,"R",126197,"R",175129,"R",14986,"R",8938,"R",23924,1,"R",18,"R",12,1,"R",6.80,"R",3.80,"R",3.00,"R",0.00,"R",0.00,"R",0,"R",598238,1,"R",209480,"R",23475,"R",0,"R",1908,"R",25383,"R",0,"R",1838,"R",1838,"R",834939,625459
117733,1 ,2,"R",107144,"R",234937,"R",45,"R",468,"R",113392,"R",18,"R",21485,"R",107630,"R",369859,"R",477489,"R",3504,"R",90113,"R",93617,1,"R",42,"R",30,1,"R",13.10,"R",5.30,"R",0.00,"R",6.00,"R",1.80,"R",0,"R",878341,1,"R",350505,"R",14757,"R",165525,"R",6756,"R",187038,"R",0,"R",37342,"R",37342,"R",1453226,1102721
117751,1 ,2,"R",234606,"R",377919,"R",34,"R",4288,"R",581,"R",1179,"R",43869,"R",240073,"R",422403,"R",662476,"R",25949,"R",64055,"R",90004,1,"R",395,"R",26,1,"R",12.70,"R",5.00,"R",1.00,"R",3.00,"R",3.70,"R",1,"R",565283,1,"R",104582,"R",91738,"R",174461,"R",1200,"R",267399,"R",7274,"R",104281,"R",111555,"R",1048819,944237
117788,1 ,2,"R",117417,"R",17821,"R",57,"R",72,"R",0,"R",71,"R",49405,"R",117560,"R",67283,"R",184843,"R",18367,"R",716691,"R",735058,1,"R",88,"R",26,1,"R",21.00,"R",6.00,"R",7.00,"R",0.00,"R",8.00,"R",0,"R",1146047,1,"R",401534,"R",124465,"R",153767,"R",0,"R",278232,"R",0,"R",32654,"R",32654,"R",1858467,1456933
117803,1 ,2,"R",4471,"R",4139,"R",6,"R",3,"R",390,"R",28,"R",2982,"R",4502,"R",7517,"R",12019,"R",430,"R",49736,"R",50166,2,"A",,"A",,1,"R",2.00,"R",1.00,"R",0.00,"R",1.00,"R",0.00,"R",0,"R",131061,2,"Z",0,"R",8595,"R",24087,"R",0,"R",32682,"R",0,"R",4260,"R",4260,"R",168003,168003
117867,1 ,2,"R",48312,"R",265186,"R",45,"R",604,"R",0,"R",68,"R",28625,"R",48984,"R",293856,"R",342840,"R",8009,"R",56520,"R",64529,1,"R",31,"R",34,1,"R",8.00,"R",5.00,"R",3.00,"R",0.00,"R",0.00,"R",0,"R",613603,1,"R",244404,"R",108000,"R",72399,"R",300,"R",180699,"R",0,"R",0,"R",0,"R",1038706,794302
117894,1 ,2,"R",25708,"R",198882,"R",55,"R",1415,"R",37664,"R",75,"R",0,"R",27198,"R",236601,"R",263799,"R",12488,"R",227505,"R",239993,1,"R",30,"R",34,1,"R",7.93,"R",4.93,"R",2.00,"R",0.00,"R",1.00,"R",0,"R",593123,1,"R",217506,"R",32251,"R",77735,"R",7147,"R",117133,"R",0,"R",3641,"R",3641,"R",931403,713897
117946,1 ,2,"R",559152,"R",548922,"R",358,"R",28954,"R",203680,"R",6073,"R",88348,"R",594179,"R",841308,"R",1435487,"R",30866,"R",120872,"R",151738,1,"R",10353,"R",2870,1,"R",56.00,"R",24.00,"R",4.00,"R",17.00,"R",11.00,"R",0,"R",3567049,1,"R",1139243,"R",1702763,"R",3486234,"R",28748,"R",5217745,"R",0,"R",848753,"R",848753,"R",10772790,9633547
118198,1 ,2,"R",2544,"R",0,"R",1,"R",58,"R",57,"R",0,"R",0,"R",2602,"R",58,"R",2660,"R",100,"R",10376,"R",10476,2,"A",,"A",,1,"R",2.00,"R",1.00,"R",0.00,"R",1.00,"R",0.00,"R",0,"R",49845,1,"R",725,"R",0,"R",88799,"R",0,"R",88799,"R",0,"R",0,"R",0,"R",139369,138644
118347,1 ,2,"R",79181,"R",270,"R",53,"R",3131,"R",0,"R",83,"R",41803,"R",82395,"R",42126,"R",124521,"R",13281,"R",45419,"R",58700,1,"R",2177,"R",227,1,"R",18.63,"R",4.63,"R",5.00,"R",0.00,"R",9.00,"R",1,"R",747164,1,"R",287999,"R",21816,"R",60672,"R",75415,"R",157903,"R",0,"R",5710,"R",5710,"R",1198776,910777
118541,1 ,2,"R",23679,"R",249689,"R",68,"R",861,"R",7875,"R",46,"R",9,"R",24586,"R",257641,"R",282227,"R",101,"R",2911,"R",3012,1,"R",0,"R",50,1,"R",5.00,"R",1.00,"R",0.00,"R",0.00,"R",4.00,"R",1,"R",145813,1,"R",27065,"R",5000,"R",133040,"R",8778,"R",146818,"R",0,"R",0,"R",0,"R",319696,292631
118684,1 ,2,"R",35089,"R",221221,"R",335,"R",1926,"R",44410,"R",111,"R",28402,"R",37126,"R",294368,"R",331494,"R",2702,"R",1050,"R",3752,1,"R",0,"R",0,1,"R",2.50,"R",1.30,"R",1.00,"R",0.20,"R",0.00,"R",0,"R",226462,1,"R",53938,"R",2205,"R",16927,"R",2130,"R",21262,"R",0,"R",0,"R",0,"R",301662,247724
118693,1 ,2,"R",47112,"R",69711,"R",43,"R",628,"R",0,"R",17,"R",75119,"R",47757,"R",144873,"R",192630,"R",5516,"R",89159,"R",94675,1,"R",201,"R",224,1,"R",13.50,"R",3.50,"R",1.00,"R",0.00,"R",9.00,"R",0,"R",283820,1,"R",59334,"R",21754,"R",139512,"R",30986,"R",192252,"R",0,"R",11568,"R",11568,"R",546974,487640
118718,1 ,2,"R",76253,"R",52270,"R",75,"R",4602,"Z",0,"R",140,"Z",0,"R",80995,"R",52345,"R",133340,"R",18687,"R",21206,"R",39893,1,"R",44,"R",75,1,"R",26.50,"R",6.50,"R",0.00,"R",12.00,"R",8.00,"R",1,"R",1126716,1,"R",212458,"R",97801,"R",37532,"R",99850,"R",235183,"R",0,"R",5415,"R",5415,"R",1579772,1367314
