UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
104577,1 ,2,"R",14485,"R",209791,"Z",0,"R",1274,"R",95465,"R",36,"R",64334,"R",15795,"R",369590,"R",385385,"R",9015,"R",83411,"R",92426,2,"A",,"A",,1,"R",7.00,"R",1.00,"R",0.00,"R",5.00,"R",1.00,"R",0,"R",255893,1,"R",72459,"R",31041,"R",108520,"R",0,"R",139561,"R",0,"R",4214,"R",4214,"R",472127,399668
104586,1 ,2,"R",25778,"R",317721,"R",93,"R",2847,"R",109320,"R",138,"R",82932,"R",28763,"R",510066,"R",538829,"R",8304,"R",136110,"R",144414,1,"R",3089,"R",2531,1,"R",17.80,"R",8.00,"R",6.00,"R",0.00,"R",3.80,"R",0,"R",865132,1,"R",237280,"R",19202,"R",251736,"R",131,"R",271069,"R",0,"R",73002,"R",73002,"R",1446483,1209203
104665,2 ,2,"R",42570,"R",25,"R",2,"R",100,"R",2,"R",68,"R",2,"R",42738,"R",31,"R",42769,"R",527,"R",105,"R",632,2,"A",,"A",,1,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104708,1 ,2,"R",95998,"R",352000,"R",105,"R",25371,"R",11070,"R",161,"R",56901,"R",121530,"R",420076,"R",541606,"R",33339,"R",725,"R",34064,1,"R",603,"R",282,1,"R",24.00,"R",10.00,"R",0.00,"R",8.00,"R",6.00,"R",1,"R",1172255,2,"Z",0,"R",157274,"R",227645,"R",1004,"R",385923,"R",0,"R",200,"R",200,"R",1558378,1558378
104717,1 ,2,"R",39601,"R",223075,"R",172,"R",1520,"R",25196,"R",7,"R",112865,"R",41128,"R",361308,"R",402436,"R",3941,"R",10904447,"R",10908388,1,"R",150,"R",5336,1,"R",48.50,"R",21.50,"R",7.00,"R",0.00,"R",20.00,"R",0,"R",1332953,2,"Z",0,"R",51019,"R",1207841,"R",22200,"R",1281060,"R",0,"R",289114,"R",289114,"R",2903127,2903127
105145,1 ,2,"R",34348,"R",491787,"R",343,"R",3027,"R",52582,"R",91,"R",148199,"R",37466,"R",692911,"R",730377,"R",4549,"R",107501,"R",112050,1,"R",251,"R",35,1,"R",8.05,"R",3.91,"R",3.00,"R",0.50,"R",0.64,"R",0,"R",446832,1,"R",150461,"R",38235,"R",167004,"R",1004,"R",206243,"R",0,"R",18205,"R",18205,"R",821741,671280
105154,1 ,2,"R",80132,"R",315185,"R",151,"R",1700,"R",46620,"R",978,"R",27,"R",82810,"R",361983,"R",444793,"R",12612,"R",263223,"R",275835,1,"R",145,"R",69,1,"R",58.00,"R",9.00,"R",18.00,"R",31.00,"R",0.00,"R",1,"R",1509018,1,"R",417743,"R",100000,"R",200000,"R",14000,"R",314000,"R",0,"R",20000,"R",20000,"R",2260761,1843018
105206,1 ,2,"R",18675,"R",200453,"R",85,"R",1493,"R",44129,"R",1376,"R",2,"R",21544,"R",244669,"R",266213,"R",951,"R",77577,"R",78528,1,"R",66,"R",39,1,"R",7.00,"R",3.00,"R",0.00,"R",4.00,"R",0.00,"R",4,"R",332530,2,"Z",0,"R",28716,"R",83282,"R",5858,"R",117856,"R",0,"R",3207,"R",3207,"R",453593,453593
105297,1 ,2,"R",130070,"R",9852,"R",49,"R",5092,"R",5800,"R",115,"R",0,"R",135277,"R",15701,"R",150978,"R",48927,"R",1216,"R",50143,1,"R",0,"R",16,1,"R",10.00,"R",4.00,"R",0.00,"R",6.00,"R",0.00,"R",2,"R",380496,1,"R",97406,"R",48270,"R",93000,"R",0,"R",141270,"R",0,"R",32820,"R",32820,"R",651992,554586
105330,1 ,2,"R",572043,"R",245056,"R",167,"R",49478,"R",269547,"R",6146,"R",123990,"R",627667,"R",638760,"R",1266427,"R",27178,"R",609410,"R",636588,1,"R",10333,"R",14841,1,"R",71.00,"R",29.00,"R",0.00,"R",32.00,"R",10.00,"R",0,"R",3926513,2,"Z",0,"R",38892,"R",2669051,"R",126256,"R",2834199,"R",231,"R",289866,"R",290097,"R",7050809,7050809
105349,1 ,2,"R",50217,"R",5525,"R",81,"R",5255,"R",0,"R",105,"R",293,"R",55577,"R",5899,"R",61476,"R",9205,"R",158006,"R",167211,1,"R",185,"R",19,1,"R",13.00,"R",4.00,"R",3.00,"R",4.00,"R",2.00,"R",8,"R",304940,1,"R",95389,"R",4555,"R",70295,"R",3583,"R",78433,"R",0,"R",0,"R",0,"R",478762,383373
105428,1 ,2,"R",54611,"R",220018,"R",90,"R",7025,"R",117298,"R",76,"R",39935,"R",61712,"R",377341,"R",439053,"R",22060,"R",204001,"R",226061,1,"R",478,"R",48,1,"R",19.00,"R",6.00,"R",0.00,"R",8.00,"R",5.00,"R",0,"R",809497,2,"Z",0,"R",93408,"R",207916,"R",2782,"R",304106,"R",0,"R",11164,"R",11164,"R",1124767,1124767
105525,1 ,2,"R",208922,"R",32625,"R",103,"R",26510,"R",69445,"R",356,"R",127,"R",235788,"R",102300,"R",338088,"R",49741,"R",612784,"R",662525,1,"R",342,"R",20,1,"R",35.00,"R",16.00,"R",0.00,"R",14.00,"R",5.00,"R",5,"R",2007575,1,"R",583708,"R",255440,"R",345701,"R",18995,"R",620136,"R",0,"R",160323,"R",160323,"R",3371742,2788034
105534,2 ,1,"A",,"R",201712,"R",9,"A",,"R",0,"A",,"R",0,"A",,"R",201721,"R",201721,"A",,"R",166256,"R",166256,2,"A",,"A",,1,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
105589,1 ,2,"R",33568,"R",221463,"R",33,"R",1068,"R",0,"R",437,"R",127222,"R",35073,"R",348718,"R",383791,"R",3051,"R",114783,"R",117834,1,"R",1617,"R",366,1,"R",2.25,"R",0.75,"R",1.00,"R",0.50,"R",0.00,"R",2,"R",121012,1,"R",16133,"R",2585,"R",176497,"R",0,"R",179082,"R",0,"R",11886,"R",11886,"R",328113,311980
105659,2 ,2,"R",56,"R",0,"R",1,"R",4,"R",0,"R",19,"R",0,"R",79,"R",1,"R",80,"R",4,"R",2500,"R",2504,2,"A",,"A",,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
105668,1 ,2,"R",15773,"R",241236,"R",113,"R",5812,"R",42089,"R",29,"R",46725,"R",21614,"R",330163,"R",351777,"R",643,"R",297891,"R",298534,1,"R",131,"R",119,1,"R",7.00,"R",3.00,"R",1.00,"R",3.00,"R",0.00,"R",0,"R",749695,2,"Z",0,"R",6078,"R",170013,"R",10471,"R",186562,"R",0,"R",0,"R",0,"R",936257,936257
105747,1 ,2,"R",33607,"R",434315,"R",167,"R",1893,"R",46278,"R",66,"R",42669,"R",35566,"R",523429,"R",558995,"R",3464,"R",9901,"R",13365,1,"R",167,"R",34,1,"R",11.50,"R",4.00,"R",1.00,"R",6.50,"R",0.00,"R",0,"R",547095,2,"Z",0,"R",112140,"R",188934,"R",0,"R",301074,"R",1316,"R",7286,"R",8602,"R",856771,856771
105792,1 ,2,"R",33493,"R",276971,"R",86,"R",2722,"R",71594,"R",1859,"R",73207,"R",38074,"R",421858,"R",459932,"R",264,"R",67728,"R",67992,1,"R",14,"R",32,1,"R",14.93,"R",5.00,"R",8.43,"R",0.00,"R",1.50,"R",0,"R",821815,1,"R",257595,"R",41015,"R",135923,"R",0,"R",176938,"R",0,"R",178818,"R",178818,"R",1435166,1177571
105899,1 ,2,"R",23800,"R",20369,"R",21,"R",11393,"R",19,"R",486,"R",36307,"R",35679,"R",56716,"R",92395,"R",854,"R",13839,"R",14693,1,"R",47,"R",69,1,"R",4.00,"R",1.00,"R",0.00,"R",1.00,"R",2.00,"R",0,"R",97905,1,"R",22069,"R",173,"R",68513,"R",1124,"R",69810,"R",0,"R",1417,"R",1417,"R",191201,169132
106041,1 ,2,"R",165,"R",0,"R",20,"R",0,"R",1260,"R",14,"R",0,"R",179,"R",1280,"R",1459,"R",170,"R",16,"R",186,2,"A",,"A",,1,"R",2.00,"R",0.00,"R",2.00,"R",0.00,"R",0.00,"R",0,"R",111435,2,"Z",0,"R",0,"R",650,"R",350,"R",1000,"R",0,"R",0,"R",0,"R",112435,112435
106148,1 ,2,"R",86082,"R",251178,"R",37,"R",19138,"R",1273,"R",272,"R",10918,"R",105492,"R",263406,"R",368898,"R",39113,"R",45927,"R",85040,1,"R",33512,"R",6698,1,"R",18.81,"R",4.95,"R",7.00,"R",5.35,"R",1.51,"R",1,"R",721919,1,"R",234730,"R",115238,"R",149351,"R",0,"R",264589,"R",53,"R",58579,"R",58632,"R",1279870,1045140
106245,1 ,2,"R",339581,"R",99737,"R",249,"R",30315,"R",57239,"R",2798,"R",78856,"R",372694,"R",236081,"R",608775,"R",6677,"R",89926,"R",96603,1,"R",1834,"R",1909,1,"R",25.50,"R",7.00,"R",5.00,"R",7.00,"R",6.50,"R",1,"R",943553,1,"R",201598,"R",66851,"R",1270954,"R",0,"R",1337805,"R",395,"R",256162,"R",256557,"R",2739513,2537915
106263,1 ,2,"R",23234,"R",19200,"R",115,"R",134,"R",2480,"R",509,"R",53000,"R",23877,"R",74795,"R",98672,"R",1061,"R",201944,"R",203005,1,"R",1548,"R",2947,1,"R",30.54,"R",9.97,"R",7.90,"R",12.67,"R",0.00,"R",0,"R",1599230,1,"R",419790,"R",10245,"R",1960292,"R",14371,"R",1984908,"R",1327,"R",335513,"R",336840,"R",4340768,3920978
106306,2 ,2,"R",24160,"R",0,"R",4,"R",5,"R",0,"R",46,"R",55,"R",24211,"R",59,"R",24270,"R",6,"R",24078,"R",24084,1,"R",3,"R",0,1,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
106342,1 ,2,"R",76556,"R",287203,"R",151,"R",1462,"R",76190,"R",440,"R",65990,"R",78458,"R",429534,"R",507992,"R",2300,"R",113786,"R",116086,1,"R",1184,"R",286,1,"R",4.76,"R",4.00,"R",0.00,"R",0.00,"R",0.76,"R",0,"R",191633,2,"Z",0,"R",7262,"R",230356,"R",0,"R",237618,"R",0,"R",25437,"R",25437,"R",454688,454688
106397,1 ,2,"R",1057400,"R",830449,"R",361,"R",228000,"R",108224,"R",60281,"R",173320,"R",1345681,"R",1112354,"R",2458035,"R",37909,"R",764197,"R",802106,1,"R",23642,"R",27439,1,"R",278.00,"R",42.00,"R",78.00,"R",9.00,"R",149.00,"R",4,"R",7325780,1,"R",1872272,"R",717827,"R",6258271,"R",593850,"R",7569948,"R",34245,"R",517604,"R",551849,"R",17319849,15447577
106412,1 ,2,"R",70333,"R",31500,"R",113,"R",1208,"R",294,"R",75,"R",116940,"R",71616,"R",148847,"R",220463,"R",1437,"R",12621,"R",14058,1,"R",147,"R",177,1,"R",19.00,"R",6.00,"R",1.00,"R",12.00,"R",0.00,"R",5,"R",765696,1,"R",237370,"R",17786,"R",185413,"R",112323,"R",315522,"R",700,"R",43526,"R",44226,"R",1362814,1125444
106449,1 ,2,"R",86470,"R",117806,"R",98,"R",5889,"R",268,"R",146,"R",0,"R",92505,"R",118172,"R",210677,"R",3599,"R",14070,"R",17669,1,"R",2063,"R",16,1,"R",9.00,"R",2.00,"R",1.00,"R",5.00,"R",1.00,"R",1,"R",288786,1,"R",104829,"R",59589,"R",113343,"R",521,"R",173453,"R",0,"R",38917,"R",38917,"R",605985,501156
106458,1 ,2,"R",535553,"R",543952,"R",340,"R",22905,"R",207988,"R",2718,"R",80965,"R",561176,"R",833245,"R",1394421,"R",13618,"R",1355042,"R",1368660,1,"R",4806,"R",2656,1,"R",38.13,"R",13.00,"R",18.00,"R",0.00,"R",7.13,"R",0,"R",1239582,1,"R",423009,"R",72682,"R",1519952,"R",0,"R",1592634,"R",13148,"R",178243,"R",191391,"R",3446616,3023607
106467,1 ,2,"R",161079,"R",570861,"R",380,"R",33268,"R",83308,"R",6950,"R",94460,"R",201297,"R",749009,"R",950306,"R",6643,"R",186108,"R",192751,1,"R",457,"R",229,1,"R",30.50,"R",8.00,"R",9.00,"R",1.50,"R",12.00,"R",1,"R",846290,1,"R",304125,"R",103320,"R",496066,"R",287,"R",599673,"R",30866,"R",239842,"R",270708,"R",2020796,1716671
106485,1 ,2,"R",158915,"R",4790,"R",110,"R",18741,"R",58745,"R",115,"R",2234,"R",177771,"R",65879,"R",243650,"R",3901,"R",217,"R",4118,1,"R",114,"R",131,1,"R",10.00,"R",4.00,"R",0.00,"R",5.00,"R",1.00,"R",0,"R",340562,1,"R",112128,"R",16538,"R",141225,"R",0,"R",157763,"R",942,"R",55811,"R",56753,"R",667206,555078
106546,1 ,2,"R",101,"R",106,"R",9,"R",158,"R",0,"R",55,"R",338,"R",314,"R",453,"R",767,"R",10,"R",6482,"R",6492,1,"R",775,"R",61,1,"R",11.00,"R",1.00,"R",0.00,"R",0.00,"R",10.00,"R",0,"R",37684,1,"R",8191,"R",0,"R",362005,"R",0,"R",362005,"R",0,"R",600,"R",600,"R",408480,400289
106625,1 ,2,"R",20829,"R",61,"R",82,"R",590,"R",0,"R",24,"R",0,"R",21443,"R",143,"R",21586,"R",421,"R",19844,"R",20265,1,"R",0,"R",0,1,"R",3.00,"R",1.00,"R",1.00,"R",0.00,"R",1.00,"R",0,"R",62791,1,"R",22376,"R",1881,"R",50926,"R",167,"R",52974,"R",0,"R",2096,"R",2096,"R",140237,117861
106704,1 ,2,"R",290267,"R",312852,"R",141,"R",17420,"R",50,"R",2613,"R",452109,"R",310300,"R",765152,"R",1075452,"R",26815,"R",452173,"R",478988,1,"R",3332,"R",3053,1,"R",45.00,"R",10.00,"R",1.00,"R",29.50,"R",4.50,"R",0,"R",1386641,1,"R",502113,"R",177002,"R",1092645,"R",37749,"R",1307396,"R",3987,"R",363138,"R",367125,"R",3563275,3061162
106713,2 ,2,"R",43862,"R",458520,"R",113,"R",778,"R",305,"R",12,"R",2,"R",44652,"R",458940,"R",503592,"R",857,"R",2689,"R",3546,1,"R",39,"R",22,1,"R",13.00,"R",2.00,"R",1.00,"R",0.00,"R",10.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
106795,1 ,2,"R",9302,"R",3601,"R",167,"R",79,"R",0,"R",10,"R",0,"R",9391,"R",3768,"R",13159,"R",1480,"R",20,"R",1500,1,"R",0,"R",0,1,"R",9.00,"R",0.00,"R",2.00,"R",6.00,"R",1.00,"R",2,"R",92940,1,"R",24844,"R",0,"R",38109,"R",4200,"R",42309,"R",0,"R",4048,"R",4048,"R",164141,139297
106810,2 ,2,"R",13394,"R",531916,"R",85,"R",300,"R",50,"R",19,"R",0,"R",13713,"R",532051,"R",545764,"R",57,"R",168,"R",225,1,"R",0,"R",0,1,"R",6.00,"R",1.00,"R",0.00,"R",0.00,"R",5.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
106883,1 ,2,"R",21743,"R",0,"R",6,"R",8241,"R",0,"R",0,"R",0,"R",29984,"R",6,"R",29990,"R",3215,"R",200,"R",3415,1,"R",15,"R",20,1,"R",4.00,"R",1.00,"R",0.00,"R",1.00,"R",2.00,"R",0,"R",120000,1,"R",39010,"R",0,"R",0,"R",78264,"R",78264,"R",0,"R",0,"R",0,"R",237274,198264
106980,1 ,2,"R",23364,"R",62387,"R",76,"R",1882,"Z",0,"R",23,"Z",0,"R",25269,"R",62463,"R",87732,"R",2792,"R",6679,"R",9471,1,"R",0,"R",35,1,"R",3.00,"R",2.00,"R",1.00,"R",0.00,"R",0.00,"R",0,"R",181954,1,"R",47981,"R",35000,"R",15000,"R",0,"R",50000,"R",0,"R",15000,"R",15000,"R",294935,246954
106999,1 ,2,"R",13561,"R",656,"R",122,"R",2189,"R",137,"R",39,"R",0,"R",15789,"R",915,"R",16704,"R",566,"R",7755,"R",8321,1,"R",8,"R",36,1,"R",5.00,"R",1.00,"R",1.00,"R",0.00,"R",3.00,"R",0,"R",87840,1,"R",27703,"R",1689,"R",16843,"R",0,"R",18532,"R",0,"R",33135,"R",33135,"R",167210,139507
107044,1 ,2,"R",185311,"R",241722,"R",188,"R",247496,"R",555563,"R",859,"R",87790,"R",433666,"R",885263,"R",1318929,"R",14119,"R",209169,"R",223288,1,"R",1706,"R",2977,1,"R",17.40,"R",8.00,"R",0.00,"R",5.00,"R",4.40,"R",0,"R",645960,1,"R",213243,"R",57433,"R",467070,"R",6186,"R",530689,"R",30701,"R",129164,"R",159865,"R",1549757,1336514
107071,1 ,2,"R",257036,"R",762410,"R",188,"R",17272,"R",2442983,"R",779,"R",77,"R",275087,"R",3205658,"R",3480745,"R",9382,"R",8538,"R",17920,1,"R",1737,"R",441,1,"R",29.00,"R",6.00,"R",9.00,"R",0.00,"R",14.00,"R",0,"R",611996,1,"R",141599,"R",7791,"R",22938,"R",49419,"R",80148,"R",153,"R",43668,"R",43821,"R",877564,735965
107080,1 ,2,"R",198275,"R",40428,"R",51,"R",4765,"R",73058,"R",160,"R",97710,"R",203200,"R",211247,"R",414447,"R",5969,"R",5665,"R",11634,1,"R",868,"R",590,1,"R",9.65,"R",2.11,"R",0.00,"R",4.50,"R",3.04,"R",0,"R",332438,2,"Z",0,"R",21599,"R",325624,"R",0,"R",347223,"R",4000,"R",68604,"R",72604,"R",752265,752265
107123,2 ,1,"A",,"R",3384,"R",120,"A",,"R",30,"A",,"R",15000,"A",,"R",18534,"R",18534,"A",,"R",150,"R",150,1,"R",301,"R",6,1,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
107141,1 ,2,"R",105984,"R",734629,"R",130,"R",9054,"R",72315,"R",1026,"R",94726,"R",116064,"R",901800,"R",1017864,"R",9653,"R",3169066,"R",3178719,1,"R",580,"R",1265,1,"R",10.69,"R",4.00,"R",1.00,"R",1.75,"R",3.94,"R",1,"R",352480,1,"R",110334,"R",16630,"R",124513,"R",29317,"R",170460,"R",395,"R",4681,"R",5076,"R",638350,528016
107318,1 ,2,"R",20824,"R",0,"R",68,"R",2683,"R",37671,"R",0,"R",0,"R",23507,"R",37739,"R",61246,"R",466,"R",1045,"R",1511,1,"R",0,"R",0,1,"R",3.00,"R",1.00,"R",0.00,"R",1.50,"R",0.50,"R",0,"R",77201,1,"R",24596,"R",12180,"R",4395,"R",0,"R",16575,"R",94,"R",31895,"R",31989,"R",150361,125765
107327,1 ,2,"R",23253,"R",0,"R",5,"R",204,"R",0,"R",18,"R",20,"R",23475,"R",25,"R",23500,"R",621,"R",20,"R",641,1,"R",110,"R",44,1,"R",2.00,"R",1.00,"R",1.00,"R",0.00,"R",0.00,"R",0,"R",76274,1,"R",24777,"R",5527,"R",44409,"R",0,"R",49936,"R",0,"R",9500,"R",9500,"R",160487,135710
107460,1 ,2,"R",7495,"R",64997,"R",16,"R",1808,"R",43626,"R",1,"R",1,"R",9304,"R",108640,"R",117944,"R",4988,"R",8000,"R",12988,1,"R",64,"R",30,1,"R",8.00,"R",1.00,"R",1.00,"R",2.00,"R",4.00,"R",0,"R",101085,1,"R",42501,"R",10019,"R",57773,"R",5445,"R",73237,"R",1444,"R",11082,"R",12526,"R",229349,186848
107512,1 ,2,"R",156814,"R",12937,"R",150,"R",5444,"R",122892,"R",1449,"R",58025,"R",163707,"R",194004,"R",357711,"R",7357,"R",92060,"R",99417,1,"R",1057,"R",157,1,"R",16.05,"R",7.00,"R",0.00,"R",4.25,"R",4.80,"R",1,"R",505143,2,"Z",0,"R",14831,"R",234078,"R",468,"R",249377,"R",39906,"R",90954,"R",130860,"R",885380,885380
107521,1 ,2,"R",19176,"R",4504,"R",55,"R",2323,"R",0,"R",1502,"R",0,"R",23001,"R",4559,"R",27560,"R",2018,"R",169087,"R",171105,1,"R",125,"R",3,1,"R",4.00,"R",1.00,"R",1.00,"R",0.00,"R",2.00,"R",0,"R",84542,1,"R",28887,"R",5297,"R",10329,"R",4110,"R",19736,"R",0,"R",4009,"R",4009,"R",137174,108287
107549,1 ,2,"R",14803,"Z",0,"R",0,"R",1990,"R",103,"R",44,"Z",0,"R",16837,"R",103,"R",16940,"R",184,"R",38507,"R",38691,1,"R",20,"R",44,1,"R",2.00,"R",1.00,"R",0.00,"R",0.00,"R",1.00,"R",0,"R",41900,1,"R",21616,"R",1047,"R",20062,"R",1296,"R",22405,"R",1220,"R",12902,"R",14122,"R",100043,78427
107558,1 ,2,"R",118028,"R",438000,"R",250,"R",1840,"R",165000,"R",596,"R",61000,"R",120464,"R",664250,"R",784714,"R",2612,"R",2240,"R",4852,1,"R",141,"R",34,1,"R",3.00,"R",2.00,"R",0.00,"R",0.00,"R",1.00,"R",0,"R",127697,1,"R",31818,"R",3153,"R",8083,"R",270306,"R",281542,"R",6528,"R",7257,"R",13785,"R",454842,423024
107585,1 ,2,"R",26902,"R",205289,"R",38,"R",1195,"R",109421,"R",73,"R",0,"R",28170,"R",314748,"R",342918,"R",3258,"R",52684,"R",55942,1,"R",0,"R",6,1,"R",6.00,"R",1.00,"R",2.00,"R",2.00,"R",1.00,"R",0,"R",114261,1,"R",34828,"R",4225,"R",39832,"R",0,"R",44057,"R",0,"R",8161,"R",8161,"R",201307,166479
107600,1 ,2,"R",61041,"R",24504,"R",54,"R",4916,"R",0,"R",103,"R",265,"R",66060,"R",24823,"R",90883,"R",157,"R",3911,"R",4068,1,"R",24,"R",6,1,"R",5.00,"R",2.00,"R",1.00,"R",2.00,"R",0.00,"R",0,"R",176950,1,"R",32389,"R",25000,"R",24802,"R",2275,"R",52077,"R",1000,"R",1226,"R",2226,"R",263642,231253
107619,1 ,2,"R",27660,"R",180238,"R",41,"R",4082,"R",0,"R",2198,"R",0,"R",33940,"R",180279,"R",214219,"R",200,"R",2000,"R",2200,1,"R",8,"R",8,1,"R",13.00,"R",1.00,"R",6.00,"R",0.00,"R",6.00,"R",2,"R",133994,1,"R",35613,"R",1966,"R",81092,"R",77733,"R",160791,"R",0,"R",2418,"R",2418,"R",332816,297203
107637,1 ,2,"R",5719,"R",67079,"R",70,"R",102,"R",0,"R",146,"R",5,"R",5967,"R",67154,"R",73121,"R",48,"R",160,"R",208,1,"R",7,"R",7,1,"R",3.50,"R",1.00,"R",0.00,"R",2.50,"R",0.00,"R",1,"R",96491,1,"R",34255,"R",0,"R",36544,"R",1203,"R",37747,"R",0,"R",7329,"R",7329,"R",175822,141567
107664,1 ,2,"R",32136,"R",170656,"R",83,"R",3362,"Z",0,"R",113,"Z",0,"R",35611,"R",170739,"R",206350,"R",3300,"R",122172,"R",125472,1,"R",88,"R",7,1,"R",9.00,"R",5.00,"R",0.00,"R",4.00,"R",0.00,"R",1,"R",340969,1,"R",111417,"R",87000,"R",105000,"R",0,"R",192000,"R",0,"R",110500,"R",110500,"R",754886,643469
107725,1 ,2,"R",4153,"R",162548,"R",212,"R",1269,"R",0,"R",28,"R",0,"R",5450,"R",162760,"R",168210,"R",427,"R",7348,"R",7775,1,"R",6,"R",27,1,"R",3.75,"R",1.00,"R",2.00,"R",0.00,"R",0.75,"R",0,"R",119149,1,"R",38178,"R",1888,"R",36432,"R",0,"R",38320,"R",0,"R",5635,"R",5635,"R",201282,163104
107743,1 ,2,"R",13495,"R",16374,"R",29,"R",561,"R",17,"Z",0,"Z",0,"R",14056,"R",16420,"R",30476,"R",990,"R",7128,"R",8118,1,"R",17,"R",20,1,"R",2.50,"R",1.00,"R",0.00,"R",0.50,"R",1.00,"R",0,"R",68011,1,"R",21797,"R",2416,"R",13075,"R",0,"R",15491,"R",0,"R",4569,"R",4569,"R",109868,88071
107840,1 ,2,"R",11200,"R",1001100,"R",50,"R",1,"R",0,"R",22,"R",0,"R",11223,"R",1001150,"R",1012373,"R",80,"R",14,"R",94,1,"R",2,"R",2,1,"R",4.00,"R",1.00,"R",1.00,"R",1.00,"R",1.00,"R",1,"R",85000,1,"R",25050,"R",25050,"R",1,"R",800,"R",25851,"R",0,"R",0,"R",0,"R",135901,110851
107877,1 ,2,"R",63847,"R",270,"R",100,"R",197,"R",0,"R",5,"R",2,"R",64049,"R",372,"R",64421,"R",3936,"R",2859,"R",6795,1,"R",2,"R",27,1,"R",23.00,"R",1.00,"R",0.00,"R",2.00,"R",20.00,"R",1,"R",96565,2,"Z",0,"R",10500,"R",30000,"R",0,"R",40500,"R",0,"R",9070,"R",9070,"R",146135,146135
107974,1 ,2,"R",34857,"R",1266,"R",113,"R",212,"R",47477,"R",17,"R",0,"R",35086,"R",48856,"R",83942,"R",2529,"R",50239,"R",52768,1,"R",0,"R",12,1,"R",5.00,"R",1.00,"R",2.00,"R",1.00,"R",1.00,"R",0,"R",102314,1,"R",42395,"R",7750,"R",29461,"R",0,"R",37211,"R",0,"R",23907,"R",23907,"R",205827,163432
107983,1 ,2,"R",148413,"R",14974,"R",186,"R",42038,"R",115982,"R",83,"R",83,"R",190534,"R",131225,"R",321759,"R",11141,"R",3040,"R",14181,1,"R",816,"R",134,1,"R",14.35,"R",5.00,"R",0.00,"R",2.00,"R",7.35,"R",0,"R",421773,1,"R",124347,"R",152984,"R",338288,"R",52628,"R",543900,"R",0,"R",51270,"R",51270,"R",1141290,1016943
107992,2 ,2,"R",8940,"R",17094,"R",69,"R",614,"R",0,"R",14,"R",5,"R",9568,"R",17168,"R",26736,"R",2112,"R",2,"R",2114,1,"R",18,"R",0,1,"R",6.00,"R",1.00,"R",1.00,"R",2.00,"R",2.00,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
108092,1 ,2,"R",63453,"R",4577,"R",60,"R",10747,"R",59418,"R",138,"R",11729,"R",74338,"R",75784,"R",150122,"R",6112,"R",26297,"R",32409,1,"R",728,"R",660,1,"R",27.00,"R",6.00,"R",0.00,"R",4.00,"R",17.00,"R",0,"R",479110,1,"R",127092,"R",56500,"R",433510,"R",14969,"R",504979,"R",0,"R",90118,"R",90118,"R",1201299,1074207
108232,1 ,2,"R",31013,"R",10452,"R",20,"R",4002,"R",42,"R",823,"R",11,"R",35838,"R",10525,"R",46363,"R",7968,"R",206414,"R",214382,1,"R",838,"R",222,1,"R",13.50,"R",4.00,"R",2.00,"R",5.50,"R",2.00,"R",0,"R",560306,1,"R",70191,"R",109556,"R",142022,"R",925,"R",252503,"R",3241,"R",109163,"R",112404,"R",995404,925213
