id,run_id,journal_id,ISSN,last_updated_date
964,41,604,22839216,1/24/2024 5:40:36 PM
965,41,604,9788895608624,1/24/2024 5:40:36 PM
966,41,605,20402244,1/24/2024 5:40:36 PM
967,41,605,24089354,1/24/2024 5:40:36 PM
968,41,606,13667017,1/24/2024 5:40:36 PM
969,41,606,19969759,1/24/2024 5:40:36 PM
970,41,607,21553858,1/24/2024 5:40:36 PM
971,41,607,21553874,1/24/2024 5:40:36 PM
974,41,609,07424477,1/24/2024 5:40:36 PM
975,41,609,15206297,1/24/2024 5:40:36 PM
976,41,610,01695150,1/24/2024 5:40:36 PM
977,41,610,15740862,1/24/2024 5:40:36 PM
978,41,611,00021962,1/24/2024 5:40:36 PM
979,41,611,14350645,1/24/2024 5:40:36 PM
980,41,612,26396696,1/24/2024 5:40:36 PM
981,41,613,00029092,1/24/2024 5:40:36 PM
982,41,613,14678276,1/24/2024 5:40:36 PM
983,41,614,20405790,1/24/2024 5:40:36 PM
984,41,614,20405804,1/24/2024 5:40:36 PM
985,41,615,1364985X,1/24/2024 5:40:36 PM
986,41,615,14678489,1/24/2024 5:40:36 PM
991,41,618,00083976,1/24/2024 5:40:36 PM
992,41,618,17447976,1/24/2024 5:40:36 PM
993,41,619,25784854,1/24/2024 5:40:36 PM
994,41,620,0011183X,1/24/2024 5:40:36 PM
995,41,620,14350653,1/24/2024 5:40:36 PM
996,41,621,13669516,1/24/2024 5:40:36 PM
997,41,621,14724642,1/24/2024 5:40:36 PM
998,41,622,23284277,1/24/2024 5:40:36 PM
999,41,623,1461023X,1/24/2024 5:40:36 PM
1000,41,623,14610248,1/24/2024 5:40:36 PM
1001,41,624,21508925,1/24/2024 5:40:36 PM
1002,41,625,13541013,1/24/2024 5:40:36 PM
1003,41,625,13652486,1/24/2024 5:40:36 PM
1004,41,626,00174815,1/24/2024 5:40:36 PM
1005,41,626,14682257,1/24/2024 5:40:36 PM
1006,41,627,15513793,1/24/2024 5:40:36 PM
1007,41,628,14710358,1/24/2024 5:40:36 PM
1008,41,628,14710366,1/24/2024 5:40:36 PM
1009,41,629,0021857X,1/24/2024 5:40:36 PM
1010,41,629,14779552,1/24/2024 5:40:36 PM
1011,41,630,13645072,1/24/2024 5:40:36 PM
1012,41,630,13652672,1/24/2024 5:40:36 PM
1013,41,631,00472425,1/24/2024 5:40:36 PM
1014,41,631,15372537,1/24/2024 5:40:36 PM
1015,41,632,1753318X,1/24/2024 5:40:36 PM
1016,41,633,21698953,1/24/2024 5:40:36 PM
1017,41,633,21698961,1/24/2024 5:40:36 PM
1018,41,634,1093474X,1/24/2024 5:40:36 PM
1019,41,634,17521688,1/24/2024 5:40:36 PM
1020,41,635,21688273,1/24/2024 5:40:36 PM
1021,41,635,21688281,1/24/2024 5:40:36 PM
1022,41,636,0028646X,1/24/2024 5:40:36 PM
1023,41,636,14698137,1/24/2024 5:40:36 PM
1024,41,637,10568190,1/24/2024 5:40:36 PM
1025,41,637,14355957,1/24/2024 5:40:36 PM
1026,41,638,25758314,1/24/2024 5:40:36 PM
1027,41,639,17577802,1/24/2024 5:40:36 PM
1028,41,640,17535123,1/24/2024 5:40:36 PM
1029,41,640,17535131,1/24/2024 5:40:36 PM
1032,41,642,03615995,1/24/2024 5:40:36 PM
1033,41,642,14350661,1/24/2024 5:40:36 PM
1034,41,643,02660032,1/24/2024 5:40:36 PM
1035,41,643,14752743,1/24/2024 5:40:36 PM
1036,41,644,18651674,1/24/2024 5:40:36 PM
1037,41,644,18651682,1/24/2024 5:40:36 PM
1038,41,645,25751220,1/24/2024 5:40:36 PM
1041,41,647,00431397,1/24/2024 5:40:36 PM
1042,41,647,19447973,1/24/2024 5:40:36 PM
1043,41,648,03785920,1/24/2024 5:40:36 PM
1044,41,648,14679701,1/24/2024 5:40:36 PM
1045,41,649,07424477,1/24/2024 5:40:36 PM
1046,41,649,15206297,1/24/2024 5:40:36 PM
1047,41,650,24719625,1/24/2024 5:40:36 PM
1048,41,651,00021962,1/24/2024 5:40:36 PM
1049,41,651,14350645,1/24/2024 5:40:36 PM
1050,41,652,20405790,1/24/2024 5:40:36 PM
1051,41,652,20405804,1/24/2024 5:40:36 PM
1052,41,653,00472425,1/24/2024 5:40:36 PM
1053,41,653,15372537,1/24/2024 5:40:36 PM
1054,41,654,03615995,1/24/2024 5:40:36 PM
1055,41,654,14350661,1/24/2024 5:40:36 PM
1058,41,656,20502680,1/24/2024 5:40:36 PM
1059,41,657,19321031,1/24/2024 5:40:36 PM
1060,41,657,1932104X,1/24/2024 5:40:36 PM
1063,41,659,20457758,1/24/2024 5:40:36 PM
1064,41,660,08856087,1/24/2024 5:40:36 PM
1065,41,660,10991085,1/24/2024 5:40:36 PM
1066,41,661,08998418,1/24/2024 5:40:36 PM
1067,41,661,10970088,1/24/2024 5:40:36 PM
1068,41,662,15310353,1/24/2024 5:40:36 PM
1069,41,662,15310361,1/24/2024 5:40:36 PM
1070,41,663,14723891,1/24/2024 5:40:36 PM
1071,41,663,14791854,1/24/2024 5:40:36 PM
1072,41,664,10853278,1/24/2024 5:40:36 PM
1073,41,664,1099145X,1/24/2024 5:40:36 PM
1074,41,665,1526498X,1/24/2024 5:40:36 PM
1075,41,665,15264998,1/24/2024 5:40:36 PM
1076,41,666,15448444,1/24/2024 5:40:36 PM
1077,41,666,15448452,1/24/2024 5:40:36 PM
1080,41,668,15351459,1/24/2024 5:40:36 PM
1081,41,668,15351467,1/24/2024 5:40:36 PM
1082,41,669,09680802,1/24/2024 5:40:36 PM
1083,41,669,10991719,1/24/2024 5:40:36 PM
1084,41,670,10927026,1/24/2024 5:40:36 PM
1085,41,670,10991743,1/24/2024 5:40:36 PM
1086,41,671,00228567,1/24/2024 5:40:36 PM
1087,41,671,19372353,1/24/2024 5:40:36 PM
1088,41,672,16129830,1/24/2024 5:40:36 PM
1089,41,673,0971636X,1/24/2024 5:40:36 PM
1090,41,673,09735399,1/24/2024 5:40:36 PM
1091,41,674,22884637,1/24/2024 5:40:36 PM
1092,41,674,22884645,1/24/2024 5:40:36 PM
1097,41,677,15362442,1/24/2024 5:40:36 PM
1100,41,679,10928758,1/24/2024 5:40:36 PM
1101,41,679,15579018,1/24/2024 5:40:36 PM
1102,41,680,15303667,1/24/2024 5:40:36 PM
1103,41,680,15577759,1/24/2024 5:40:36 PM
1104,41,681,20770472,1/24/2024 5:40:36 PM
1105,41,682,20734395,1/24/2024 5:40:36 PM
1106,41,683,20762615,1/24/2024 5:40:36 PM
1107,41,684,20763417,1/24/2024 5:40:36 PM
1108,41,685,20734433,1/24/2024 5:40:36 PM
1109,41,686,22251154,1/24/2024 5:40:36 PM
1110,41,687,14242818,1/24/2024 5:40:36 PM
1111,41,688,19994907,1/24/2024 5:40:36 PM
1112,41,689,16604601,1/24/2024 5:40:36 PM
1113,41,689,16617827,1/24/2024 5:40:36 PM
1114,41,690,22209964,1/24/2024 5:40:36 PM
